comment_id,body,score,parent_id,post_id,depth,char_count,word_count,avg_word_len,is_root,target_binary,clean_body,sentiment,confidence
czjhr7r,But a materialistic view as expressed through natural selection can directly bring those senses into question. If reason leads us to natural selection and natural selection leads back to a lack of confidence in our reason then the view self-destructs. ,-0.106,czjgxgu,43mz3n,8,252,40,6.146341463414634,0,0,but a materialistic view as expressed through natural selection can directly bring those senses into question if reason leads us to natural selection and natural selection leads back to a lack of confidence in our reason then the view selfdestructs,LABEL_0,0.5273483395576477
czjhwkq,">The only way to deny or question it is to start questioning our perception of reality, which makes rational discourse impossible. 

Descartes would disagree.

The scientific method is inductive reasoning, and we can rule that out and still be left with deductive reasoning.  Rational discourse is entirely possible when limited to deduction.  

In fact, given that there is no non-circular argument for induction, one might argue that inductive reasoning is inherently irrational.  ",0.022,czjgxgu,43mz3n,8,483,72,6.616438356164384,0,1,the only way to deny or question it is to start questioning our perception of reality which makes rational discourse impossible descartes would disagree the scientific method is inductive reasoning and we can rule that out and still be left with deductive reasoning rational discourse is entirely possible when limited to deduction in fact given that there is no noncircular argument for induction one might argue that inductive reasoning is inherently irrational,LABEL_0,0.7075734734535217
czjjjyo,"That's a perfectly valid criticism to make.  But I would argue that going that route renders the entire argument meaningless.  If you're going to question your ability to perceive reality, then you can't justify any knowledge or beliefs you have concerning reality.

So while it is reasonable to suspect one's senses for the purpose of a philosophical debate, it isn't really meaningful outside of that context.  In reality, you rely on your senses to survive.  And you employ a form of the scientific method in order to do so.",-0.085,czjhr7r,43mz3n,9,527,89,5.855555555555555,0,0,thats a perfectly valid criticism to make but i would argue that going that route renders the entire argument meaningless if youre going to question your ability to perceive reality then you cant justify any knowledge or beliefs you have concerning reality so while it is reasonable to suspect ones senses for the purpose of a philosophical debate it isnt really meaningful outside of that context in reality you rely on your senses to survive and you employ a form of the scientific method in order to do so,LABEL_0,0.8236758708953857
czjjwfs,"trying to come up with a test that proves the existence of god?

good luck with that ;)",-0.087,czjg2mx,43mz3n,7,87,18,4.578947368421052,0,0,trying to come up with a test that proves the existence of god? good luck with that,LABEL_0,0.6705173850059509
czjmxqf,"How would an argument directly for the nonexistence of something unfalsifiable even work? Why is this something we'd expect to see even if we knew for sure there was no God? I can posit countless hypothetical entities defined in such a way that they'd be impossible to disprove directly regardless of whether they exist. When talking about God, we can take it as a given that any argument against is going to be a counterargument to an argument for God.",0.021,43mz3n,43mz3n,1,453,80,5.592592592592593,1,1,how would an argument directly for the nonexistence of something unfalsifiable even work? why is this something wed expect to see even if we knew for sure there was no god? i can posit countless hypothetical entities defined in such a way that theyd be impossible to disprove directly regardless of whether they exist when talking about god we can take it as a given that any argument against is going to be a counterargument to an argument for god,LABEL_0,0.9093055129051208
czjod9c,"The easiest by far argument against the existence of God, is the ""reverse No-True Scotsman"". Since the definition of what/who god is, is completely subjective and open, no matter what proof you show, it can be dismissed as ""no, I meant a different kind of god (insert a special quality here)"". 
Even if god himself were to show up personally and do an AMA, we could dismiss him/her/it as ""not the ACTUAL god, just some kind of absolute cosmic creator, but surely not THE creator"".",0.104,43mz3n,43mz3n,1,480,85,5.5813953488372094,1,1,the easiest by far argument against the existence of god is the reverse notrue scotsman since the definition of whatwho god is is completely subjective and open no matter what proof you show it can be dismissed as no i meant a different kind of god insert a special quality here even if god himself were to show up personally and do an ama we could dismiss himherit as not the actual god just some kind of absolute cosmic creator but surely not the creator,LABEL_0,0.6803282499313354
czjox1l,"alright first we need to define what kind of god you are referring to, if its the omnipotent omniscient god type then there is a very simple reason why it does not exist. 

we are unable to properly verify omnipotence, thus we are not capable of acknowledging a being as being such. thus god does not exist",0.021,43mz3n,43mz3n,1,306,57,5.275862068965517,1,1,alright first we need to define what kind of god you are referring to if its the omnipotent omniscient god type then there is a very simple reason why it does not exist we are unable to properly verify omnipotence thus we are not capable of acknowledging a being as being such thus god does not exist,LABEL_0,0.7425635457038879
czjsnbb,"Well what is your claim that God exists? and we can put that claim to a test.

If you say he can heal x y z, we can set up the experiement where he hast the chance to.

If you say he is all seeing, we can set up a test to see if it is true, of course you have to find a way to communicate with him.",0.083,czjg2mx,43mz3n,7,298,69,4.257142857142857,0,1,well what is your claim that god exists? and we can put that claim to a test if you say he can heal x y z we can set up the experiement where he hast the chance to if you say he is all seeing we can set up a test to see if it is true of course you have to find a way to communicate with him,LABEL_1,0.5289865732192993
czjt4jk,">I define God as the greatest conceivable being.

This can actually be proof that that God doesn't exist. I can prove this through the sheer power of numbers. Greatest implies a sense of quantity. If we posited any being that we might call God, who took up any infinite amount of space (just for one possible value of ""greatest"") then I can conceive a larger infinity that that being could fill, thus making that God fall short of that standard. Anything that is quantifiable, I can conceive of something larger than what actually exists, just by adding 1 to it.

So, if we're arguing that God, I can say that any being will fall short of that because of the nature of infinities and the infinite number of infinities and some infinities being larger than other infinities.",0.042,43mz3n,43mz3n,1,773,137,5.601449275362318,1,1,i define god as the greatest conceivable being this can actually be proof that that god doesnt exist i can prove this through the sheer power of numbers greatest implies a sense of quantity if we posited any being that we might call god who took up any infinite amount of space just for one possible value of greatest then i can conceive a larger infinity that that being could fill thus making that god fall short of that standard anything that is quantifiable i can conceive of something larger than what actually exists just by adding 1 to it so if were arguing that god i can say that any being will fall short of that because of the nature of infinities and the infinite number of infinities and some infinities being larger than other infinities,LABEL_1,0.5426685810089111
czju33f,">There is currently no way to actual prove his existence, therefore God does not exist.

This statement shows failure to understand the scientific method. AccordIng to the scientific method in order to say ""X does not exist"" X must be falsified. In order for something to not exist according to science it must be tested and disproved.The existence of God cannot be proven or falsified and your statement is non-scientific reasoning. It would make more sense to say ""therfore I have no reason to believe"" or ""I'm not convinced"" but the claim ""God does not exist"" is a negative truth claim and must be supported with a falsification of the positive version of the claim.",0.292,czjeljo,43mz3n,2,669,115,5.767241379310345,0,1,there is currently no way to actual prove his existence therefore god does not exist this statement shows failure to understand the scientific method according to the scientific method in order to say x does not exist x must be falsified in order for something to not exist according to science it must be tested and disprovedthe existence of god cannot be proven or falsified and your statement is nonscientific reasoning it would make more sense to say therfore i have no reason to believe or im not convinced but the claim god does not exist is a negative truth claim and must be supported with a falsification of the positive version of the claim,LABEL_0,0.9647977948188782
czjvjmu,"You said you're capable and willing to defend these arguments so I'll start with two simple questions:

What reason is there to believe objective moral values exist? I've never had a theist answer this question with anything but an appeal to emotion or popularity, or to ridicule moral relativism in place of it.

How can one possibly take a resurrection event as anything but near-zero probability in their Bayesian analysis without first already arguing that a god exists (therefore miracles can happen) and thus how are you not making a circular argument?",0.104,43mz3n,43mz3n,1,558,92,6.0,1,1,you said youre capable and willing to defend these arguments so ill start with two simple questions what reason is there to believe objective moral values exist? ive never had a theist answer this question with anything but an appeal to emotion or popularity or to ridicule moral relativism in place of it how can one possibly take a resurrection event as anything but nearzero probability in their bayesian analysis without first already arguing that a god exists therefore miracles can happen and thus how are you not making a circular argument?,LABEL_0,0.9703455567359924
czjxluw,I thought theists usually argue that infinites can't actually exist (!?). I wonder how that works,-0.167,czjt4jk,43mz3n,2,97,16,5.705882352941177,0,0,i thought theists usually argue that infinites cant actually exist !? i wonder how that works,LABEL_0,0.8556541204452515
czjyb2p,"Using the same ""I can add 1 to it"" argument I can prove infinities exist as well, so just in case...",0.043,czjxluw,43mz3n,3,100,21,4.545454545454546,0,1,using the same i can add 1 to it argument i can prove infinities exist as well so just in case,LABEL_1,0.5336507558822632
czk32ie,"No rational atheist argues that they can conclusively prove that there is no God, nor is the onus on them to do so (see FSM, etc.).  Your post itself relies on a strawman.

I'm not going to try to change your view to a view that practically no one actually holds.
",-0.062,43mz3n,43mz3n,1,264,51,5.076923076923077,1,0,no rational atheist argues that they can conclusively prove that there is no god nor is the onus on them to do so see fsm etc your post itself relies on a strawman im not going to try to change your view to a view that practically no one actually holds,LABEL_0,0.8675845265388489
czkdcdj,"I didn't ask for conclusive proof. Notice that the question asked for an argument. 

A single argument.

I did not make a strawman. I claimed that atheism is unable to provide an argument for the claim ""God does not exist.""",0.062,czk32ie,43mz3n,2,223,40,5.439024390243903,0,1,i didnt ask for conclusive proof notice that the question asked for an argument a single argument i did not make a strawman i claimed that atheism is unable to provide an argument for the claim god does not exist,LABEL_0,0.9217435121536255
czkdrpn,"Man, you are asking some great questions. If you are honestly willing to dialogue with me about this I would be happy to answer anything you bring forward. 

If you would remind me in a week I would be happy to talk you through these. 

I honestly appreciate the critique but I'm asking the original question sincerely and so I feel I should keep my attention, at least for a short time, on the attempted responses. ",-0.087,czjvjmu,43mz3n,2,416,76,5.402597402597403,0,0,man you are asking some great questions if you are honestly willing to dialogue with me about this i would be happy to answer anything you bring forward if you would remind me in a week i would be happy to talk you through these i honestly appreciate the critique but im asking the original question sincerely and so i feel i should keep my attention at least for a short time on the attempted responses,LABEL_1,0.9467477202415466
czke3gd,Atheism does not assert that God doesn't exist.  ,-0.109,czkdcdj,43mz3n,3,49,8,5.444444444444445,0,0,atheism does not assert that god doesnt exist,LABEL_0,0.5495662689208984
czkeo2t,"Several problems here:

1. I have defined God as the greatest conceivable being.

2. Are you saying our inability to properly verify the existence of something is an argument against its existence? So if we cannot properly verify that any specific person from a tribe exists that we can therefore conclude that no person from the tribe ever existed? Or before the discovery of the neutrino that we could conclude that neutrinos do not exist because we cannot observe them?

3. Why do humans have this special place in your perspective as the arbiters of all truth? Whereby if a human is not able to perceive of something that it therefore does not exist.

4. To be omnipotent means the ability to bring about any state of affairs which is logically possible for any one in that situation to bring about.",-0.042,czjox1l,43mz3n,2,803,141,5.654929577464789,0,0,several problems here 1 i have defined god as the greatest conceivable being 2 are you saying our inability to properly verify the existence of something is an argument against its existence? so if we cannot properly verify that any specific person from a tribe exists that we can therefore conclude that no person from the tribe ever existed? or before the discovery of the neutrino that we could conclude that neutrinos do not exist because we cannot observe them? 3 why do humans have this special place in your perspective as the arbiters of all truth? whereby if a human is not able to perceive of something that it therefore does not exist 4 to be omnipotent means the ability to bring about any state of affairs which is logically possible for any one in that situation to bring about,LABEL_0,0.6152886152267456
czkerw6,I defined what I meant by God in the original post. If you are claiming that an argument against something is the existence of alternative definitions then I'd be interested if you would be willing to actually defend that assertion.,-0.043,czjod9c,43mz3n,2,232,40,5.658536585365853,0,0,i defined what i meant by god in the original post if you are claiming that an argument against something is the existence of alternative definitions then id be interested if you would be willing to actually defend that assertion,LABEL_0,0.5187047123908997
czkf8h3,"Honestly, the New Atheist definition of atheism as ""a lack of belief in God"" is completely untenable. Philosophers simply don't use it as it leads to absurdities and cannot be wrong (it is always true and can be true along with theism). ",0.062,czke3gd,43mz3n,4,237,42,5.511627906976744,0,1,honestly the new atheist definition of atheism as a lack of belief in god is completely untenable philosophers simply dont use it as it leads to absurdities and cannot be wrong it is always true and can be true along with theism,LABEL_0,0.8129252195358276
czkfge3,I'll probably forget but if you know how the remind me thing works feel free to tag this comment and we can continue our discussion,-0.5,czkdrpn,43mz3n,3,131,25,5.038461538461538,0,0,ill probably forget but if you know how the remind me thing works feel free to tag this comment and we can continue our discussion,LABEL_1,0.9167470932006836
czkg9kn,"I'm not making a straw man, but I'm going to base my argument assuming that atheists make an argument that they don't make. 

Do you know what a straw man argument actually is?

",0.159,czkdcdj,43mz3n,3,178,33,5.235294117647059,0,1,im not making a straw man but im going to base my argument assuming that atheists make an argument that they dont make do you know what a straw man argument actually is?,LABEL_0,0.9549874663352966
czkm11n,"That's not a ""new atheism"" definition. That's literally what the word ""atheism"" means. 

And it doesn't matter how untenable you find it, it's literally what the people who disagree with you believe. 

I get that your job would be a lot easier if your atheists would just believe and defend the simple argument that you want to have, but (for the most part) they just don't.

Atheists lack a belief in God. That is all. If you want to refute that belief, the onus is on you to prove that there is a God. 

No appeal to authority about ""what most philosophers reject"" changes that.
",0.043,czkf8h3,43mz3n,5,581,105,5.481132075471698,0,1,thats not a new atheism definition thats literally what the word atheism means and it doesnt matter how untenable you find it its literally what the people who disagree with you believe i get that your job would be a lot easier if your atheists would just believe and defend the simple argument that you want to have but for the most part they just dont atheists lack a belief in god that is all if you want to refute that belief the onus is on you to prove that there is a god no appeal to authority about what most philosophers reject changes that,LABEL_0,0.856415331363678
czkp7l8,"We aren't debating psychological states. We are debating truth claims. According to that definition of atheism my left foot is an atheist and my dog is an atheist. 

That definition is true regardless of whether God exists because it is a psychological state so with that definition both atheism and theism are true...

It is utterly useless.",0.042,czkm11n,43mz3n,6,342,57,5.896551724137931,0,1,we arent debating psychological states we are debating truth claims according to that definition of atheism my left foot is an atheist and my dog is an atheist that definition is true regardless of whether god exists because it is a psychological state so with that definition both atheism and theism are true it is utterly useless,LABEL_0,0.958192765712738
czksdqe,"thats the thing: YOU defined what you mean by GOD. Its not an agreed upon, intersubjective definition.

The IDEA of God is objectively undefendable, no matter how much proof you show to the contrary, unless we agree what we are looking for.

It makes as much sense as trying to prove the existence of Beauty, or Fairness. You can't prove something fundamentally undefined, and something un-provable cannot exist in any maningful way.",0.042,czkerw6,43mz3n,3,433,72,5.931506849315069,0,1,thats the thing you defined what you mean by god its not an agreed upon intersubjective definition the idea of god is objectively undefendable no matter how much proof you show to the contrary unless we agree what we are looking for it makes as much sense as trying to prove the existence of beauty or fairness you cant prove something fundamentally undefined and something unprovable cannot exist in any maningful way,LABEL_0,0.904954195022583
czksh0n,">thats the thing: YOU defined what you mean by GOD. Its not an agreed upon, intersubjective definition.

So if someone else comes up with another definition of science then all definitions of science can no longer be discussed and debated?

>The IDEA of God is objectively undefendable, no matter how much proof you show to the contrary, unless we agree what we are looking for.

I make the claim that it is more plausible than not that God, according to the definition I gave, exists. I am not debating other people's definitions of God nor am I saying that everyone agrees with my definition.",-0.062,czksdqe,43mz3n,4,594,104,5.6571428571428575,0,0,thats the thing you defined what you mean by god its not an agreed upon intersubjective definition so if someone else comes up with another definition of science then all definitions of science can no longer be discussed and debated? the idea of god is objectively undefendable no matter how much proof you show to the contrary unless we agree what we are looking for i make the claim that it is more plausible than not that god according to the definition i gave exists i am not debating other peoples definitions of god nor am i saying that everyone agrees with my definition,LABEL_0,0.9498377442359924
czkug3t,"God as a construct is impossible to prove nor disprove since he's considered to not exist in mortal world unless something unexplainable happens. That is a very handy way to keep god image alive and always have people doubting on either side. Gods existence is kind of similar in a way: if I said I have a cat next to me right now. You may or may not believe it but in the end it won't impact your current life, discussions around it would if that was a popular subject to talk about or had a following but the fact itself would be just as meaningless as trying to argue if it exists or not. It's quite a stretch from god but It captures the point I wanted to make.",0.125,43mz3n,43mz3n,1,665,130,5.076335877862595,1,1,god as a construct is impossible to prove nor disprove since hes considered to not exist in mortal world unless something unexplainable happens that is a very handy way to keep god image alive and always have people doubting on either side gods existence is kind of similar in a way if i said i have a cat next to me right now you may or may not believe it but in the end it wont impact your current life discussions around it would if that was a popular subject to talk about or had a following but the fact itself would be just as meaningless as trying to argue if it exists or not its quite a stretch from god but it captures the point i wanted to make,LABEL_1,0.9628405570983887
czkuvie,"""science"" is an idea and a process, nobody claims that science is a physically existing entity. Science does not exist, it happens.

As for God, your own definition is: ""I define God as the greatest conceivable being.""

The idea of ""greatness"" is ontologically meaningless, unless you mean sheer size. The same goes for other attributes of god: Most good, the ultimate truth, the ultimate prefection, the all-knowing being etc.

These qualities are purely subjective and do not make sense in objective reality outside human perception.

So, the question is: ""does the Greatest Conceivable Being exists?"" and the answer is obviously: no, because that question is nonsensical.

TLDR: You can't claim god's existence unless the definition of god is finite and non-paradoxical. Illogical beings cannot exist.",0.042,czksh0n,43mz3n,5,804,125,6.380952380952381,0,1,science is an idea and a process nobody claims that science is a physically existing entity science does not exist it happens as for god your own definition is i define god as the greatest conceivable being the idea of greatness is ontologically meaningless unless you mean sheer size the same goes for other attributes of god most good the ultimate truth the ultimate prefection the allknowing being etc these qualities are purely subjective and do not make sense in objective reality outside human perception so the question is does the greatest conceivable being exists? and the answer is obviously no because that question is nonsensical tldr you cant claim gods existence unless the definition of god is finite and nonparadoxical illogical beings cannot exist,LABEL_0,0.9056174755096436
czlpdpo,">""science"" is an idea and a process, nobody claims that science is a physically existing entity. Science does not exist, it happens.

Sorry, I think I didn't clarify my objection sufficiently. You said that in order to discuss God we would need a definition that is agreed upon, an ""intersubjective definition."" 

I was asking if the same is true of science or if you are going to commit the fallacy of special pleading for science. 

>The idea of ""greatness"" is ontologically meaningless, unless you mean sheer size. The same goes for other attributes of god: Most good, the ultimate truth, the ultimate prefection, the all-knowing being etc.

Philosophy has generally agreed upon certain great-making properties. Knowledge, eternality, and power to actualize states of affairs are ones that I believe can easily be defended. ",-0.083,czkuvie,43mz3n,6,827,133,6.1716417910447765,0,0,science is an idea and a process nobody claims that science is a physically existing entity science does not exist it happens sorry i think i didnt clarify my objection sufficiently you said that in order to discuss god we would need a definition that is agreed upon an intersubjective definition i was asking if the same is true of science or if you are going to commit the fallacy of special pleading for science the idea of greatness is ontologically meaningless unless you mean sheer size the same goes for other attributes of god most good the ultimate truth the ultimate prefection the allknowing being etc philosophy has generally agreed upon certain greatmaking properties knowledge eternality and power to actualize states of affairs are ones that i believe can easily be defended,LABEL_0,0.6168944835662842
czlqe97,"I do not think that is accurate. We have several (well, many) arguments FOR the existence of God. I have given six. 

I did not ask for proof, I asked for an argument. There is a distinct difference. We cannot prove the multiverse to be false but we can offer arguments for or against it.",-0.062,czkug3t,43mz3n,2,288,55,5.142857142857143,0,0,i do not think that is accurate we have several well many arguments for the existence of god i have given six i did not ask for proof i asked for an argument there is a distinct difference we cannot prove the multiverse to be false but we can offer arguments for or against it,LABEL_0,0.8509417176246643
czyj0ip,"Maybe with some dogs, yeah. But wolves are vastly underrated. They're like lions of the dog world - absolutely powerful and massive. People confuse them for being smallish, the size of medium sized dogs. They're probably bigger than the biggest dog.

  You would almost definitely end up with a fucked up body at the end of a fight with some of the dogs.",0.271,45kzy6,45kzy6,1,354,63,5.53125,1,1,maybe with some dogs yeah but wolves are vastly underrated theyre like lions of the dog world absolutely powerful and massive people confuse them for being smallish the size of medium sized dogs theyre probably bigger than the biggest dog you would almost definitely end up with a fucked up body at the end of a fight with some of the dogs,LABEL_0,0.8725341558456421
czyj0vd,"I think that dogs are more dangerous because they can both bite you and claw you and humans do not have the same abilities as them.  As you mentioned, they are also faster so that gives them another bonus against us.  Finally, dogs do not have the same moral conscience as we do so if a dog is attacking you and you are in a bad situation and cannot fight back, the dog will not acknowledge that and will keep attacking, leaving you with no chance of winning the fight.",0.083,45kzy6,45kzy6,1,469,90,5.153846153846154,1,1,i think that dogs are more dangerous because they can both bite you and claw you and humans do not have the same abilities as them as you mentioned they are also faster so that gives them another bonus against us finally dogs do not have the same moral conscience as we do so if a dog is attacking you and you are in a bad situation and cannot fight back the dog will not acknowledge that and will keep attacking leaving you with no chance of winning the fight,LABEL_0,0.8423712253570557
czyj2gs,"Small, bone crushing knives that strike multiple times before you can even react to the last place you were bit.

*That* is the speed and force you're up against. The dogs/wolves are armed with incredibly powerful weapons.

Hand to paw, you are at a disadvantage.",0.104,45kzy6,45kzy6,1,263,45,5.717391304347826,1,1,small bone crushing knives that strike multiple times before you can even react to the last place you were bit that is the speed and force youre up against the dogswolves are armed with incredibly powerful weapons hand to paw you are at a disadvantage,LABEL_0,0.7660304307937622
czyj2rq,"Dogs have incredibly sharp teeth set in incredibly strong jaws. If it's a smaller dog, you'd probably be fine, but a bigger dog will be stronger and faster than you, even if you're strong and fast. You might be able to win in the end, but you're going to get fucked up in the process.

And most people in videos are taken by surprise and are often not young, fit males.",-0.043,45kzy6,45kzy6,1,369,71,5.125,1,0,dogs have incredibly sharp teeth set in incredibly strong jaws if its a smaller dog youd probably be fine but a bigger dog will be stronger and faster than you even if youre strong and fast you might be able to win in the end but youre going to get fucked up in the process and most people in videos are taken by surprise and are often not young fit males,LABEL_0,0.8523937463760376
czyj9vs,Do you believe it is a victory to survive the dog fight but lose appendages to infection?,-0.167,45kzy6,45kzy6,1,89,17,4.944444444444445,1,0,do you believe it is a victory to survive the dog fight but lose appendages to infection?,LABEL_1,0.689850926399231
czyja5h,"Sure, you might win, but you're going to get fucked up.",0.375,45kzy6,45kzy6,1,55,11,4.583333333333333,1,1,sure you might win but youre going to get fucked up,LABEL_0,0.8756495714187622
czyjfsw,"You're lumping in very different animals here.

Have you ever even seen a coyote? They're relatively small. There's a reason they scavenge or hunt in packs. Unless you have it backed into a corner, it is just going to run away.

Wolves, on the other hand, can outweigh a small adult, and do so while having much more speed, strength, and more potent natural weapons.

Dogs span the whole spectrum of sizes/shapes, depending on the breed. I don't think anyone doubt you could dropkick a chihuahua, but what about a mastiff that outweighs you and stands as tall as your chest?",0.042,45kzy6,45kzy6,1,574,101,5.627450980392157,1,1,youre lumping in very different animals here have you ever even seen a coyote? theyre relatively small theres a reason they scavenge or hunt in packs unless you have it backed into a corner it is just going to run away wolves on the other hand can outweigh a small adult and do so while having much more speed strength and more potent natural weapons dogs span the whole spectrum of sizesshapes depending on the breed i dont think anyone doubt you could dropkick a chihuahua but what about a mastiff that outweighs you and stands as tall as your chest?,LABEL_0,0.8508641719818115
czyjhfs,Anyone who thinks they can take on a wolf is deluding themselves.,-0.167,45kzy6,45kzy6,1,65,12,5.0,1,0,anyone who thinks they can take on a wolf is deluding themselves,LABEL_0,0.9472132921218872
czyjhqz,"A wolf has trained all its life to kill other things.

Have you? If you had to bite a wolf's throat out would you hesitate just a little bit? I'm going to go out on a limb and say that you will. 

You will hesitate and the dog won't. You will delay and the dog won't. The dog has 3.5 inch knives he can bring to the fight and you can't.  

Also, do you have any idea what to do if your neck is being attacked? Have you ever trained to go all out?

You would be at a significant disadvantage to a dog who wanted to kill you. ",0.149,45kzy6,45kzy6,1,524,109,4.763636363636364,1,1,a wolf has trained all its life to kill other things have you? if you had to bite a wolfs throat out would you hesitate just a little bit? im going to go out on a limb and say that you will you will hesitate and the dog wont you will delay and the dog wont the dog has 35 inch knives he can bring to the fight and you cant also do you have any idea what to do if your neck is being attacked? have you ever trained to go all out? you would be at a significant disadvantage to a dog who wanted to kill you,LABEL_0,0.9217214584350586
czyjufm,Biggest dogs can be 100+ lbs more than big wolves. ,-0.5,czyj0ip,45kzy6,2,51,10,4.636363636363637,0,0,biggest dogs can be 100 lbs more than big wolves,LABEL_1,0.6217402815818787
czyk71o,"Wolves are ~100lbs, where as some of the largest domesticated dogs are 200+.

But, that being said, it's a 100lb dog that has been raised in either kill or be killed scenarios. Not a 200lb dog that likes your lap.",-0.167,czyj0ip,45kzy6,2,213,40,5.195121951219512,0,0,wolves are 100lbs where as some of the largest domesticated dogs are 200 but that being said its a 100lb dog that has been raised in either kill or be killed scenarios not a 200lb dog that likes your lap,LABEL_1,0.5216405987739563
czykgjk,"> Wolves, on the other hand, can outweigh a small adult, and do so while having much more speed, strength, and more potent natural weapons.

Wolves can also have really well developed team tactics so there's a solid chance you wouldn't even be dealing with one wolf.  ",-0.217,czyjfsw,45kzy6,2,268,47,5.583333333333333,0,0,wolves on the other hand can outweigh a small adult and do so while having much more speed strength and more potent natural weapons wolves can also have really well developed team tactics so theres a solid chance you wouldnt even be dealing with one wolf,LABEL_1,0.8276786208152771
czykuef,"Coyotes and wolves are pack hunters so it is unlikely that you would come across just one. Dogs, coyotes, and wolves have fangs and claws and you do not. They will always go for the weakest part and then All they have to do is get in one bite and hold on with their super strong jaws and shake. And no matter how speedy you are, they are faster. The only way a large stick could help is if you throw it.",-0.447,45kzy6,45kzy6,1,403,82,4.855421686746988,1,0,coyotes and wolves are pack hunters so it is unlikely that you would come across just one dogs coyotes and wolves have fangs and claws and you do not they will always go for the weakest part and then all they have to do is get in one bite and hold on with their super strong jaws and shake and no matter how speedy you are they are faster the only way a large stick could help is if you throw it,LABEL_0,0.8447371125221252
czyl1me,No dog's teeth are 3.5 inches long. ,-0.426,czyjhqz,45kzy6,2,36,7,4.5,0,0,no dogs teeth are 35 inches long,LABEL_0,0.6240677237510681
czylher,"They're going to bite down on something. Very hard. If you present an arm for sacrifice then proceed to snap its neck, you might win. However, does losing an arm (destroyed bones/tendons) count as a win?",0.042,45kzy6,45kzy6,1,203,36,5.486486486486487,1,1,theyre going to bite down on something very hard if you present an arm for sacrifice then proceed to snap its neck you might win however does losing an arm destroyed bonestendons count as a win?,LABEL_0,0.8255406022071838
czylnxj,"I guess I'm in the minority with OP. At about 200 lbs, I've always figured that as long as I avoided panic and stayed aggressive, I could come out on top if faced with a hundred pound dog. Against 2 50lb dogs would probably be a lot harder. And a pack is a whole different story. Yea I know they have jaws, stamina, dense muscles...but they still have a throat and other weak spots. Punch hard, bite it's balls, fake throw a tennis ball...",0.043,45kzy6,45kzy6,1,439,84,5.1647058823529415,1,1,i guess im in the minority with op at about 200 lbs ive always figured that as long as i avoided panic and stayed aggressive i could come out on top if faced with a hundred pound dog against 2 50lb dogs would probably be a lot harder and a pack is a whole different story yea i know they have jaws stamina dense musclesbut they still have a throat and other weak spots punch hard bite its balls fake throw a tennis ball,LABEL_0,0.7772052884101868
czylpg3,"Obviously I'm not looking to test this theory out in real life, but I'm pretty awesome in my daydreams.",-0.468,czylnxj,45kzy6,2,103,19,5.15,0,0,obviously im not looking to test this theory out in real life but im pretty awesome in my daydreams,LABEL_1,0.8111183047294617
czylsux,"I have trained German Shepherds for Schutzhund. 

I could go on and on about speed and ferocity. But the cliffs notes is that you would get wrecked. 

An example is when my friend put on the arm pad and I had my super gentle female 90lb GSD run him down with a 30 yard head start and throw him to the ground like a bitch. 

He was the starting middle line backer for our high school team and ended up playing in college. ",0.167,45kzy6,45kzy6,1,421,83,5.011904761904762,1,1,i have trained german shepherds for schutzhund i could go on and on about speed and ferocity but the cliffs notes is that you would get wrecked an example is when my friend put on the arm pad and i had my super gentle female 90lb gsd run him down with a 30 yard head start and throw him to the ground like a bitch he was the starting middle line backer for our high school team and ended up playing in college,LABEL_0,0.8678966164588928
